LOINC_NUM	SYSTEM	SCALE_TYP	SOURCE	SURVEY_QUEST_SRC	UNITSREQUIRED	SHORTNAME	EXAMPLE_UCUM_UNITS
59521-5	Cancer.XXX	-	NAACCR		N	Flag for Date Dx multiple tumors Cancer	
59522-3	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 M Cancer	
59523-1	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 M descript Cancer	
59524-9	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 N Cancer	
59525-6	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 N descript Cancer	
59526-4	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 stg grp Cancer	
5952-7	PPP	Qn	LAC			Deprecated aPTT PPP Qn	
59527-2	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 T Cancer	
59528-0	Cancer.XXX	Nom	NAACCR		N	Derived AJCC-7 T descript Cancer	
59529-8	Cancer.XXX	Nom	NAACCR		N	Flag for Derived neoadjuv Rx Cancer	
59530-6	Cancer.XXX	Nom	NAACCR		N	Derived post Rx-7 M Cancer	
59531-4	Cancer.XXX	Nom	NAACCR		N	Derived post Rx-7 N Cancer	
59532-2	Cancer.XXX	Nom	NAACCR		N	Derived post Rx-7 stg grp Cancer	
59533-0	Cancer.XXX	Nom	NAACCR		N	Derived post Rx-7 T Cancer	
59534-8	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 M Cancer	
5953-5	PPP^control	Qn	LAC			Deprecated aPTT PPP Cont Qn	
59535-5	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 M descript Cancer	
59536-3	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 N Cancer	
59537-1	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 N descript Cancer	
59538-9	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 stg grp Cancer	
59539-7	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 T Cancer	
59540-5	Cancer.XXX	Nom	NAACCR		N	Derived pre Rx-7 T descript Cancer	
59541-3	Cancer.XXX	Nom	NAACCR		N	Grade pathology system Cancer	
59542-1	Cancer.XXX	Nom	NAACCR		N	Grade pathology value Cancer	
5954-3	PPP	Qn	LAC			Deprecated TT PPP Qn	s
59543-9	Cancer.XXX	Nom	NAACCR		N	Inpatient status Cancer	
59544-7	Cancer.XXX	Nom	NAACCR		N	Lymph-vascular invasion Cancer	
59554-6	Cancer.XXX	Nom	NAACCR		N	Flag for Date 1st other Tx Cancer	
59555-3	Cancer.XXX	Nom	NAACCR		N	Flag for Date 1st radiation Cancer	
59556-1	Cancer.XXX	Nom	NAACCR		N	Flag for Date 1st surgery Cancer	
59557-9	Cancer.XXX	Nom	NAACCR		N	Tx status Cancer	
59558-7	Subsequent cancer Rx	Nom	NAACCR		N	Flag for 2nd crs Tx start date Cancer Rx	
59559-5	Cancer.XXX	Nom	NAACCR		N	CS pre Rx ex Cancer	
59560-3	Cancer.XXX	Nom	NAACCR		N	Surg app at facility 2010 Cancer	
59561-1	Urine	Qn	NMS		N	Propofol glucuronide Ur-mCnc	ug/mL
59562-9	Cells.XXX	Qn	LCA		N	DNA aneuploidy index	
59563-7	Urine	Qn	HK		N	M Protein 4 Ur Elph-mCnc	
59564-5	CSF	Qn	HK		N	AFP CSF-aCnc	[IU]/mL
59565-2	Ser/Plas	Qn	HK		N	Netilmicin Trough SerPl-sCnc	umol/L
59566-0	Ser/Plas	Qn	HK		N	Netilmicin SerPl-sCnc	umol/L
59567-8	Ser/Plas	Qn	HK		N	Netilmicin Peak SerPl-sCnc	umol/L
5956-8	PPP^control	Qn	LAC		Y	PT imm NP Time PPP Cont	
59568-6	Urine	Qn	HK		N	Orotate 24H Ur-sRate	umol/(24.h)
59569-4	Ser/Plas	Qn	HK		N	Calcit p chal SerPl-sCnc	pmol/L
59570-2	Bld	Qn	HK		N	BUN Bld-sCnc	mmol/L
59571-0	Urine	Qn	HK		N	Trigl 24H Ur-sRate	mmol/d
59572-8	Urine	Qn	HK		N	Trigl Ur-sCnc	mmol/L
59573-6	Gast fld	Ord	HK		N	Cannabinoids Gast Ql	
59574-4	^Patient	Qn	DJV		N	BMI Prctl	
59575-1	^Patient	Qn	DJV		N	BMI Prctl Per Age	
5957-6	PPP	Qn	LAC		Y	PT 20M NP Time PPP	
59576-9	^Patient	Qn	DJV		N	BMI Prctl Per age+gender	
59577-7	Ser/Plas	Qn	LCA		N	Glucagon sp7 p fast SerPl-mCnc	pg/mL
59578-5	Ser/Plas	Qn	LCA		N	Glucagon sp6 p fast SerPl-mCnc	pg/mL
59579-3	Ser	Qn	LCA		N	CV A24 IgM Titr Ser IF	{titer}
59580-1	Ser	Qn	LCA		N	CV A16 IgM Titr Ser IF	{titer}
59581-9	Ser	Qn	LCA		N	CV A7 IgM Titr Ser IF	{titer}
59582-7	Ser	Qn	LCA		N	CV A24 IgG Titr Ser IF	{titer}
59583-5	Ser	Qn	LCA		N	CV A16 IgG Titr Ser IF	{titer}
5958-4	PPP^control	Qn	LAC		Y	PT 20M NP Time PPP Cont	
59584-3	Ser	Qn	LCA		N	CV A7 IgG Titr Ser IF	{titer}
59585-0	Tiss	Ord	LCA		N	GSTP1+APC gene methylation Tiss Ql	
59587-6	Urine	Qn	IHC		N	HVA ?Tm Ur-mCnc	mg/L
59588-4	Meconium	Qn	NMS		N	1OH-midazolam Mec-mCnt	ng/g
59589-2	Urine	Qn	NMS		N	1OH-midazolam Ur-mCnc	ng/mL
595-9	Abscess	Nom	SH			Bacteria Absc Aerobe Cult	
59590-0	Urine	Qn	NMS		N	1OH-midazolam Ur Cfm-mCnc	ng/mL
59591-8	Bld	Qn	NMS		N	7Aminoclonazepam Bld-mCnc	ng/mL
59599-1	Bld	Qn	NMS		N	A-OH Alpraz Bld-mCnc	ng/mL
59-6	Isolate	Qn	SH		Y	Carbenicillin Islt MLC	
5960-0	PPP^control	Qn	LAC			Deprecated PT PPP Cont Qn	
59600-7	Bld	Qn	NMS		N	A-OH Alpraz Bld Cfm-mCnc	ng/mL
59601-5	Body fld	Qn	NMS		N	A-OH Alpraz Fld-mCnc	ng/mL
59602-3	Body fld	Qn	NMS		N	A-OH Alpraz Fld Cfm-mCnc	ng/mL
59603-1	Meconium	Qn	NMS		N	A-OH Alpraz Mec Cfm-mCnt	ng/g
59604-9	Ser/Plas	Qn	NMS		N	A-OH Alpraz SerPl Cfm-mCnc	ng/mL
59605-6	Tiss	Qn	NMS		N	A-OH Alpraz Tiss-mCnt	ng/g
59606-4	Tiss	Qn	NMS		N	A-OH Alpraz Tiss Cfm-mCnt	ng/g
59607-2	Bld	Qn	NMS		N	Alpraz Bld Cfm-mCnc	ng/mL
59608-0	Body fld	Qn	NMS		N	Alpraz Fld-mCnc	ng/mL
59609-8	Body fld	Qn	NMS		N	Alpraz Fld Cfm-mCnc	ng/mL
59610-6	Meconium	Qn	NMS		N	Alpraz Mec Cfm-mCnt	ng/g
59611-4	Ser/Plas	Qn	NMS		N	Alpraz SerPl Cfm-mCnc	ng/mL
59612-2	Stool	Qn	NMS		N	Alpraz Stl Cfm-mCnt	ng/g
59613-0	Tiss	Qn	NMS		N	Alpraz Tiss-mCnt	ng/g
59614-8	Tiss	Qn	NMS		N	Alpraz Tiss Cfm-mCnt	ng/g
59615-5	Urine	Qn	NMS		N	Alpraz Ur Cfm-mCnc	ng/mL
59616-3	Ser/Plas	Qn	NMS		N	BZE SerPl Cfm-mCnc	ng/mL
59617-1	Bld	Qn	NMS		N	Chlordiazep Bld-mCnc	ng/mL
5961-8	PPP	Qn	LAC			Deprecated PT PPP Qn	
59618-9	Bld	Qn	NMS		N	Chlordiazep Bld Cfm-mCnc	ng/mL
59619-7	Body fld	Qn	NMS		N	Chlordiazep Fld-mCnc	ng/mL
59620-5	Body fld	Qn	NMS		N	Chlordiazep Fld Cfm-mCnc	ng/mL
59621-3	Meconium	Qn	NMS		N	Chlordiazep Mec Cfm-mCnt	ng/g
59622-1	Ser/Plas	Qn	NMS		N	Chlordiazep SerPl Cfm-mCnc	ng/mL
59623-9	Stool	Qn	NMS		N	Chlordiazep Stl Cfm-mCnt	ng/g
59624-7	Tiss	Qn	NMS		N	Chlordiazep Tiss-mCnt	ng/g
59625-4	Tiss	Qn	NMS		N	Chlordiazep Tiss Cfm-mCnt	ng/g
5962-6	PPP	Qn	LAC			Deprecated PT imm NP PPP Qn	
59626-2	Bld	Qn	NMS		N	Clobazam Bld-mCnc	ng/mL
59627-0	Bld	Qn	NMS		N	Clobazam Bld Cfm-mCnc	ng/mL
59628-8	Body fld	Qn	NMS		N	Clobazam Fld-mCnc	ng/mL
59635-3	Urine	Qn	NMS		N	Clobazam Ur Cfm-mCnc	ng/mL
59636-1	Bld	Qn	NMS		N	Clonazepam Bld-mCnc	ng/mL
59637-9	Bld	Qn	NMS		N	Clonazepam Bld Cfm-mCnc	ng/mL
59638-7	Body fld	Qn	NMS		N	Clonazepam Fld-mCnc	ng/mL
59639-5	Body fld	Qn	NMS		N	Clonazepam Fld Cfm-mCnc	ng/mL
59640-3	Ser/Plas	Qn	NMS		N	Clonazepam SerPl Cfm-mCnc	ng/mL
59641-1	Tiss	Qn	NMS		N	Clonazepam Tiss-mCnt	ng/g
5964-2	Bld	Qn	LAC		Y	PT Time Bld	
60341-5	Urine sed	Ord	IHC		N	Na Urate Cry UrnS Ql Micro	
60342-3	Ser	-	CJM_ACLA		N	B burdor IgG pnl Ser IB	
6034-3	Ser	Qn			Y	Bahia grass IgE Qn	k[IU]/L
60343-1	Ser	-	CJM_ACLA		N	B burdor IgM pnl Ser IB	
60344-9	Ser/Plas	Qn	BiTAC		N	LPa MFr SerPl	%
60345-6	Body fld	Qn	BiTAC		N	CD34 Viable cells NFr Fld	
60346-4	Body fld	Qn	BiTAC		N	CD34 Viable cells/100 CD34 cells NFr Fld	
60347-2	Body fld	Qn	BiTAC		N	CD34 Viable cells # Fld	/uL
61725-8	^Patient	Ord	PROMIS		N		
61726-6	^Patient	Ord	PROMIS		N		
6045-9	Ser	Qn			Y	Black Pepper IgE Qn	k[IU]/L
60459-5	Ser/Plas	Qn	PHS		N	C6.functional SerPl-aCnc	U/mL
60461-1	XXX	Qn	PHS		N	HSV1 DNA # XXX PCR	{copies}/mL
60462-9	XXX	Qn	PHS		N	HSV2 DNA # XXX PCR	{copies}/mL
60463-7	Ser	Qn	PHS		N	Insulin Ab Ser-sCnc	nmol/L
60464-5	Ser	Ord	PHS		N	MSG IgE RAST Ql	
61101-2	Isolate	Nom	APHL		N	FLUAV NA cDNA Islt Amp/Seq	
61102-0	XXX	Nom	APHL		N	FLUAV+FLUBV Ag XXX IF	
61103-8	Urine	Qn	CHI		N	Proclorperazine Ur-sCnc	nmol/L
61104-6	XXX	Qn	CHI		N	Proclorperazine XXX-sCnc	nmol/L
61105-3	Gast fld	Qn	CHI		N	Proclorperazine Gast-sCnc	nmol/L
61106-1	Bld/Tiss	Nom	PHS		N	16p.11.2 chrom del+dup Bld/T	
61107-9	Bld/Tiss	Nar	PHS		N	SLC25A13 gene Mut Anal Bld/T	
61108-7	Bld/Tiss	Nar	PHS		N	mtDNA I Mut Anal Bld/T	
61256-4	Ser	Qn	3M		N	Cocksfoot IgE-Rto	%{response}
61257-2	Ser	Qn	3M		N	D microceras IgE-Rto	%{response}
61258-0	Ser	Qn	3M		N	D pteronyss IgE-Rto	%{response}
6125-9	Ser	Qn			Y	Gluten IgE Qn	
61259-8	Ser	Qn	3M		N	Whitefaced Hornet IgE-Rto	%{response}
61260-6	Ser	Qn	3M		N	Erythromycin IgE-Rto	%{response}
61261-4	Ser	Qn	3M		N	Gum-Tree IgE-Rto	%{response}
61262-2	Ser	Qn	3M		N	Buckwheat IgE-Rto	%{response}
61263-0	Ser	Qn	3M		N	Amer Beech IgE-Rto	%{response}
61264-8	Ser	Qn	3M		N	Meadow Fescue IgE-Rto	%{response}
61265-5	Ser	Qn	3M		N	Fennel Seed IgE-Rto	%{response}
61266-3	Ser	Qn	3M		N	Strawberry IgE-Rto	%{response}
6126-7	Ser	Qn			Y	G domesticus IgE Qn	k[IU]/L
61267-1	Ser	Qn	3M		N	False ragweed IgE-Rto	%{response}
61268-9	Ser	Qn	3M		N	Codfish IgG-Rto	%{response}
61269-7	Ser	Qn	3M		N	Gelatin IgE-Rto	%{response}
61393-5	XXX	Ord	Diath		N	HPV6 DNA XXX Ql PCR	
61394-3	XXX	Ord	Diath		N	HPV11 DNA XXX Ql PCR	
61395-0	XXX	Ord	Diath		N	HPV42 DNA XXX Ql PCR	
61396-8	XXX	Ord	Diath		N	HPV 56 DNA XXX Ql PCR	
61397-6	XXX	Ord	Diath		N	E faecium DNA XXX Ql PCR	
61398-4	XXX	Ord	Diath		N	E coli DNA XXX Ql PCR	
61399-2	XXX	Ord	Diath		N	K pneumoniae DNA XXX Ql PCR	
62360-3	Bld/Tiss	Qn	YH_HL7		N	Cells analyzed Bld/T	
62361-1	Bld/Tiss	Qn	YH_HL7		N	Cells counted Bld/T	
62362-9	Bld/Tiss	Qn	YH_HL7		N	Colonies counted Bld/T	
62363-7	Bld/Tiss	Ord	YH_HL7		N	Mosaicism detected Bld/T Ql	
6236-4	Ser	Qn			Y	Cultivated Rye IgE Qn	k[IU]/L
62364-5	Xxx	Nar	YH_HL7		N	Test performance info XXX	
62365-2	XXX	Nar	YH_HL7		N	Diagnostic imp XXX-Imp	
62366-0	^Patient	Nom	YH_HL7		N	Recommended action Patient	
59642-9	Tiss	Qn	NMS		N	Clonazepam Tiss Cfm-mCnt	ng/g
59643-7	Ser/Plas	Qn	NMS		N	Cocaethylene SerPl Cfm-mCnc	ng/mL
59644-5	Ser/Plas	Qn	NMS		N	Cocaine SerPl Cfm-mCnc	ng/mL
59645-2	Ser/Plas	Ord	NMS		N	Cotinine SerPl Ql Scn	ng/mL
59646-0	Urine	Ord	NMS		N	Cotinine Ur Ql Scn	ng/mL
59647-8	Bld	Qn	NMS		N	Desalkylfluraz Bld-mCnc	ng/mL
59648-6	Body fld	Qn	NMS		N	Desalkylfluraz Fld-mCnc	ng/mL
59649-4	Body fld	Qn	NMS		N	Desalkylfluraz Fld Cfm-mCnc	ng/mL
59650-2	Meconium	Qn	NMS		N	Desalkylfluraz Mec Cfm-mCnt	ng/g
59651-0	Stool	Qn	NMS		N	Desalkylfluraz Stl Cfm-mCnt	ng/g
59652-8	Tiss	Qn	NMS		N	Desalkylfluraz Tiss-mCnt	ng/g
59653-6	Tiss	Qn	NMS		N	Desalkylfluraz Tiss Cfm-mCnt	ng/g
59654-4	Bld	Qn	NMS		N	Diazepam Bld-mCnc	ng/mL
59655-1	Bld	Qn	NMS		N	Diazepam Bld Cfm-mCnc	ng/mL
59656-9	Body fld	Qn	NMS		N	Diazepam Fld-mCnc	ng/mL
59657-7	Body fld	Qn	NMS		N	Diazepam Fld Cfm-mCnc	ng/mL
59658-5	Meconium	Qn	NMS		N	Diazepam Mec Cfm-mCnt	ng/g
5965-9	PPP	Qn	LAC		Y	Plasm Inhib PPP Chro-aCnc	U/mL
59659-3	Stool	Qn	NMS		N	Diazepam Stl Cfm-mCnt	ng/g
59660-1	Tiss	Qn	NMS		N	Diazepam Tiss-mCnt	ng/g
59661-9	Tiss	Qn	NMS		N	Diazepam Tiss Cfm-mCnt	ng/g
59662-7	Bld	Qn	NMS		N	Diclofenac Bld-mCnc	ug/mL
59663-5	Urine	Qn	NMS		N	Diclofenac Ur-mCnc	ug/mL
59664-3	Bld	Qn	NMS		N	Estazolam Bld-mCnc	ng/mL
59665-0	Bld	Qn	NMS		N	Estazolam Bld Cfm-mCnc	ng/mL
59666-8	Body fld	Qn	NMS		N	Estazolam Fld-mCnc	ng/mL
5966-7	PPP	Qn	LAC		Y	Plasm Inhib Ag PPP Imm-mCnc	
59667-6	Body fld	Qn	NMS		N	Estazolam Fld Cfm-mCnc	ng/mL
59668-4	Ser/Plas	Qn	NMS		N	Estazolam SerPl Cfm-mCnc	ng/mL
59669-2	Stool	Qn	NMS		N	Estazolam Stl Cfm-mCnt	ng/g
596-7	Amnio fld	Nom	SH			Bacteria Amn Cult	
59670-0	Tiss	Qn	NMS		N	Estazolam Tiss-mCnt	ng/g
59671-8	Tiss	Qn	NMS		N	Estazolam Tiss Cfm-mCnt	ng/g
59672-6	Urine	Qn	NMS		N	Estazolam Ur Cfm-mCnc	ng/mL
59673-4	Urine	Ord	NMS		N	Fentanyl Ur Ql Scn	ng/mL
59674-2	Bld	Qn	NMS		N	Flurazepam Bld-mCnc	ng/mL
5967-5	PPP	Qn	LAC		Y	Plasm Inhib Ag PPP Imm-aCnc	
59675-9	Bld	Qn	NMS		N	Flurazepam Bld Cfm-mCnc	ng/mL
59676-7	Body fld	Qn	NMS		N	Flurazepam Fld-mCnc	ng/mL
59677-5	Body fld	Qn	NMS		N	Flurazepam Fld Cfm-mCnc	ng/mL
59678-3	Tiss	Qn	NMS		N	Flurazepam Tiss-mCnt	ng/g
59679-1	Tiss	Qn	NMS		N	Flurazepam Tiss Cfm-mCnt	ng/g
59680-9	Urine	Qn	NMS		N	Gabapentin Ur-mCnc	ug/mL
59681-7	Ser/Plas	Ord	NMS		N	G-OH-Butyr SerPl Ql Scn	ug/mL
59682-5	Bld	Qn	NMS		N	OH-Ethylfluraz Bld-mCnc	ng/mL
5968-3	PPP	Qn	LAC			Deprecated tPA 20M PPP-mCnc	
59683-3	Bld	Qn	NMS		N	OH-Ethylfluraz Bld Cfm-mCnc	ng/mL
59684-1	Body fld	Qn	NMS		N	OH-Ethylfluraz Fld-mCnc	ng/mL
59685-8	Body fld	Qn	NMS		N	OH-Ethylfluraz Fld Cfm-mCnc	ng/mL
59686-6	Meconium	Qn	NMS		N	OH-Ethylfluraz Mec Cfm-mCnt	ng/g
59687-4	Stool	Qn	NMS		N	OH-Ethylfluraz Stl Cfm-mCnt	ng/g
59688-2	Tiss	Qn	NMS		N	OH-Ethylfluraz Tiss-mCnt	ng/g
59689-0	Tiss	Qn	NMS		N	OH-Ethylfluraz Tiss Cfm-mCnt	ng/g
59690-8	Bld	Qn	NMS		N	OH-Triazolam Bld-mCnc	ng/mL
5969-1	PPP	Qn	LAC		Y	PAP PPP Imm-mCnc	
59691-6	Bld	Qn	NMS		N	OH-Triazolam Bld Cfm-mCnc	ng/mL
59692-4	Body fld	Qn	NMS		N	OH-Triazolam Fld-mCnc	ng/mL
59693-2	Body fld	Qn	NMS		N	OH-Triazolam Fld Cfm-mCnc	ng/mL
59694-0	Meconium	Qn	NMS		N	OH-Triazolam Mec Cfm-mCnt	ng/g
59695-7	Tiss	Qn	NMS		N	OH-Triazolam Tiss-mCnt	ng/g
59696-5	Tiss	Qn	NMS		N	OH-Triazolam Tiss Cfm-mCnt	ng/g
59697-3	Ser/Plas	Qn	NMS		N	Iodide SerPl-mCnc	ug/mL
59699-9	Bld	Qn	NMS		N	Lorazepam Bld-mCnc	ng/mL
59700-5	Bld	Qn	NMS		N	Lorazepam Bld Cfm-mCnc	ng/mL
59701-3	Body fld	Qn	NMS		N	Lorazepam Fld-mCnc	ng/mL
59702-1	Body fld	Qn	NMS		N	Lorazepam Fld Cfm-mCnc	ng/mL
59703-9	Ser/Plas	Qn	NMS		N	Lorazepam SerPl Cfm-mCnc	ng/mL
59704-7	Tiss	Qn	NMS		N	Lorazepam Tiss-mCnt	ng/g
59705-4	Ser/Plas	Ord	NMS		N	Methadone SerPl Ql Scn	ng/mL
59706-2	Ser/Plas	Qn	NMS		N	Me-ephedrine SerPl-mCnc	ng/mL
59707-0	Bld	Qn	NMS		N	Midazolam Bld-mCnc	ng/mL
59708-8	Bld	Qn	NMS		N	Midazolam Bld Cfm-mCnc	ng/mL
5970-9	PPP	Qn	LAC		Y	PLG PPP Chro-aCnc	
59709-6	Body fld	Qn	NMS		N	Midazolam Fld-mCnc	ng/mL
59710-4	Body fld	Qn	NMS		N	Midazolam Fld Cfm-mCnc	ng/mL
59711-2	Ser/Plas	Qn	NMS		N	Midazolam SerPl Cfm-mCnc	ng/mL
59712-0	Tiss	Qn	NMS		N	Midazolam Tiss-mCnt	ng/g
59713-8	Tiss	Qn	NMS		N	Midazolam Tiss Cfm-mCnt	ng/g
59714-6	Bld	Qn	NMS		N	N2O Bld-mCnc	ug/mL
59715-3	Ser/Plas	Qn	NMS		N	N2O SerPl-mCnc	ug/mL
59716-1	Bld	Qn	NMS		N	Nordiazepam Bld-mCnc	ng/mL
5971-7	PPP	Qn	LAC		Y	tPA Ag PPP Imm-mCnc	
60011-4	Ser/Plas	Qn	LCA		N	IGF-I sp2 p chal SerPl-mCnc	ng/mL
6001-2	PPP	Qn	LAC		Y	PF3 PPP-aCnc	
60012-2	Ser/Plas	Qn	LCA		N	IGF-I sp1 p chal SerPl-mCnc	ng/mL
60013-0	Ser/Plas	Qn	CHI		N	Cortis 40M p chal SerPl-sCnc	nmol/L
60014-8	Plas	Qn	CHI		N	ACTH BS Plas-sCnc	pmol/L
60015-5	Plas	Qn	CHI		N	ACTH 5M p chal Plas-sCnc	pmol/L
60016-3	Plas	Qn	CHI		N	ACTH 1.5H p chal Plas-sCnc	pmol/L
60172-4	Bld	Qn	NMS		N	Strontium Bld-mCnc	ug/L
60173-2	RBC	Qn	NMS		N	Strontium RBC-mCnc	ug/L
60174-0	Tiss	Qn	NMS		N	Strontium Tiss-mCnt	ug/g
60175-7	Bld	Qn	NMS		N	Sulfamethizole Bld-mCnc	ug/mL
60176-5	Ser/Plas	Qn	NMS		N	Sulfamethizole SerPl-mCnc	ug/mL
60177-3	Urine	Qn	NMS		N	Sulfamethizole Ur-mCnc	ug/mL
6017-8	Ser	Qn			Y	Deprecated Alder IgE Qn	k[IU]/L
60178-1	Hair	Qn	NMS		N	Tellurium Hair-mCnt	ug/g
60179-9	Nail	Qn	NMS		N	Tellurium Nail-mCnt	ug/g
60180-7	RBC	Qn	NMS		N	Tellurium RBC-mCnc	ug/L
60181-5	Tiss	Qn	NMS		N	Tellurium Tiss-mCnt	ug/g
60182-3	Urine	Qn	NMS		N	Temephos Ur-mCnc	ug/mL
60183-1	Bld	Qn	NMS		N	Terazosin Bld-mCnc	ng/mL
60184-9	Ser/Plas	Qn	NMS		N	Terazosin SerPl-mCnc	ng/mL
60185-6	RBC	Qn	NMS		N	Thallium RBC-mCnc	ug/L
6018-6	Ser	Qn			Y	House Dust Allergo IgE Qn	k[IU]/L
60186-4	Bld	Qn	NMS		N	Thiethylperazine Bld-mCnc	ng/mL
60187-2	Ser/Plas	Qn	NMS		N	Thiethylperazine SerPl-mCnc	ng/mL
60188-0	Urine	Qn	NMS		N	Thiethylperazine Ur-mCnc	ng/mL
60189-8	Nail	Qn	NMS		N	Tin Nail-mCnt	ug/g
60190-6	RBC	Qn	NMS		N	Tin RBC-mCnc	ug/L
60191-4	Tiss	Qn	NMS		N	Tin Tiss-mCnt	ug/g
60192-2	Bld	Qn	NMS		N	Topiramate Bld-mCnc	ug/mL
60193-0	Urine	Qn	NMS		N	Topiramate Ur-mCnc	ug/mL
60435-5	Bld	Qn	CHI		N	CD10+CD19+ Cells # Bld	10*6/L
60436-3	Bld	Qn	CHI		N	CD19+CD25+ cells # Bld	10*6/L
60444-7	^Patient	-	KM.NCQA		N	HEDIS 2011 CHL-B	
60445-4	^Patient	-	KM.NCQA		N	HEDIS 2011 CHL-D	
60446-2	^Patient	-	KM.NCQA		N	HEDIS 2011 CDC-J	
60447-0	^Patient	-	KM.NCQA		N	HEDIS 2011 CDC-K	
60448-8	^Patient	-	KM.NCQA		N	HEDIS 2011 MPM-A	
60449-6	^Patient	-	KM.NCQA		N	HEDIS 2011 MPM-A K	
60450-4	^Patient	-	KM.NCQA		N	HEDIS 2011 PPC-C	
59717-9	Bld	Qn	NMS		N	Nordiazepam Bld Cfm-mCnc	ng/mL
59718-7	Body fld	Qn	NMS		N	Nordiazepam Fld-mCnc	ng/mL
59719-5	Body fld	Qn	NMS		N	Nordiazepam Fld Cfm-mCnc	ng/mL
59720-3	Meconium	Qn	NMS		N	Nordiazepam Mec Cfm-mCnt	ng/g
59721-1	Ser/Plas	Qn	NMS		N	Nordiazepam SerPl Cfm-mCnc	ng/mL
59722-9	Stool	Qn	NMS		N	Nordiazepam Stl Cfm-mCnt	ng/g
59723-7	Tiss	Qn	NMS		N	Nordiazepam Tiss-mCnt	ng/g
59724-5	Ser/Plas	Qn	NMS		N	Cathine SerPl-mCnc	ng/mL
5972-5	PPP	Qn	LAC		Y	tPA Ag 20M PPP Imm-mCnc	
59725-2	Bld	Qn	NMS		N	Oxazepam Bld-mCnc	ng/mL
59726-0	Bld	Qn	NMS		N	Oxazepam Bld Cfm-mCnc	ng/mL
59727-8	Body fld	Qn	NMS		N	Oxazepam Fld-mCnc	ng/mL
59728-6	Body fld	Qn	NMS		N	Oxazepam Fld Cfm-mCnc	ng/mL
59729-4	Meconium	Qn	NMS		N	Oxazepam Mec Cfm-mCnt	ng/g
59730-2	Ser/Plas	Qn	NMS		N	Oxazepam SerPl Cfm-mCnc	ng/mL
59731-0	Stool	Qn	NMS		N	Oxazepam Stl Cfm-mCnt	ng/g
59732-8	Tiss	Qn	NMS		N	Oxazepam Tiss-mCnt	ng/g
5973-3	PPP	Qn	LAC		Y	tPA Ag 10M PPP Imm-mCnc	
59733-6	Tiss	Qn	NMS		N	Potassium Tiss-mCnt	meq/g
59734-4	Ser/Plas	Ord	NMS		N	Propoxyph SerPl Ql Scn	ng/mL
59735-1	Bld	Qn	NMS		N	Salicylamide Bld-mCnc	ug/mL
59736-9	Urine	Qn	NMS		N	Salicylamide Ur-mCnc	ug/mL
59737-7	Nail	Qn	NMS		N	Selenium Nail-mCnt	ug/g
59738-5	Body fld	Qn	NMS		N	Silver Fld-mCnc	ug/L
59739-3	Nail	Qn	NMS		N	Silver Nail-mCnt	ug/g
59740-1	RBC	Qn	NMS		N	Silver RBC-mCnc	ug/L
5974-1	PPP	Qn	LAC		Y	PAI1 PPP Chro-aCnc	
59741-9	Tiss	Qn	NMS		N	Silver Tiss-mCnt	ug/g
59742-7	Bld	Qn	NMS		N	Sulfadiazine Bld-mCnc	ug/mL
59743-5	Bld	Qn	NMS		N	Sumatriptan Bld-mCnc	ng/mL
59744-3	Urine	Qn	NMS		N	Sumatriptan Ur-mCnc	ng/mL
59745-0	Bld	Qn	NMS		N	Temazepam Bld-mCnc	ng/mL
59746-8	Bld	Qn	NMS		N	Temazepam Bld Cfm-mCnc	ng/mL
59747-6	Body fld	Qn	NMS		N	Temazepam Fld-mCnc	ng/mL
59748-4	Body fld	Qn	NMS		N	Temazepam Fld Cfm-mCnc	ng/mL
59749-2	Meconium	Qn	NMS		N	Temazepam Mec Cfm-mCnt	ng/g
597-5	Asp	Nom	SH			Bacteria Aspirate Aerobe Cult	
59750-0	Ser/Plas	Qn	NMS		N	Temazepam SerPl Cfm-mCnc	ng/mL
59751-8	Stool	Qn	NMS		N	Temazepam Stl Cfm-mCnt	ng/g
59752-6	Tiss	Qn	NMS		N	Temazepam Tiss-mCnt	ng/g
59753-4	Bld	Qn	NMS		N	Titanium Bld-mCnc	ug/L
59754-2	Hair	Qn	NMS		N	Titanium Hair-mCnt	ug/g
59755-9	RBC	Qn	NMS		N	Titanium RBC-mCnc	ug/L
59756-7	Tiss	Qn	NMS		N	Titanium Tiss-mCnt	ug/g
59757-5	Bld	Qn	NMS		N	Tizanidine Bld-mCnc	ng/mL
5975-8	PPP	Qn	LAC		Y	PAI1 Ag PPP Imm-aCnc	
59758-3	Bld	Qn	NMS		N	Triazolam Bld-mCnc	ng/mL
59759-1	Bld	Qn	NMS		N	Triazolam Bld Cfm-mCnc	ng/mL
